english_name,scientific_name
Spotted Palm Thrush,Cichladusa guttata
Angola Cave Chat,Xenocopsychus ansorgei
Archer's Ground Robin,Dessonornis archeri
Olive-flanked Ground Robin,Dessonornis anomalus
Cape Robin-Chat,Dessonornis caffer
White-throated Robin-Chat,Dessonornis humeralis
Grey-winged Robin-Chat,Sheppardia polioptera
Short-tailed Akalat,Sheppardia poensis
Bocage's Akalat,Sheppardia bocagei
Lowland Akalat,Sheppardia cyornithopsis
Equatorial Akalat,Sheppardia aequatorialis
Sharpe's Akalat,Sheppardia sharpei
East Coast Akalat,Sheppardia gunningi
Gabela Akalat,Sheppardia gabela
Usambara Akalat,Sheppardia montana
Iringa Akalat,Sheppardia lowei
Rubeho Akalat,Sheppardia aurantiithorax
White-throated Robin,Irania gutturalis
Thrush Nightingale,Luscinia luscinia
Common Nightingale,Luscinia megarhynchos
White-bellied Redstart,Luscinia phaenicuroides
Bluethroat,Luscinia svecica
Firethroat,Calliope pectardens
Blackthroat,Calliope obscura
Siberian Rubythroat,Calliope calliope
Himalayan Rubythroat,Calliope pectoralis
Chinese Rubythroat,Calliope tschebaiewi
White-tailed Robin,Myiomela leucura
Sumatran Blue Robin,Myiomela sumatrana
Javan Blue Robin,Myiomela diana
Little Forktail,Enicurus scouleri
White-crowned Forktail,Enicurus leschenaulti
Bornean Forktail,Enicurus borneensis
Spotted Forktail,Enicurus maculatus
Sunda Forktail,Enicurus velatus
Chestnut-naped Forktail,Enicurus ruficapillus
Black-backed Forktail,Enicurus immaculatus
Slaty-backed Forktail,Enicurus schistaceus
Blue-fronted Robin,Cinclidium frontale
Sri Lanka Whistling Thrush,Myophonus blighi
Shiny Whistling Thrush,Myophonus melanurus
Javan Whistling Thrush,Myophonus glaucinus
Brown-winged Whistling Thrush,Myophonus castaneus
Bornean Whistling Thrush,Myophonus borneensis
Malayan Whistling Thrush,Myophonus robinsoni
Malabar Whistling Thrush,Myophonus horsfieldii
Taiwan Whistling Thrush,Myophonus insularis
Blue Whistling Thrush,Myophonus caeruleus
Great Shortwing,Heinrichia calligyna
Bagobo Babbler,Leonardina woodi
Eyebrowed Jungle Flycatcher,Vauriella gularis
White-browed Jungle Flycatcher,Vauriella insignis
White-throated Jungle Flycatcher,Vauriella albigularis
Slaty-backed Jungle Flycatcher,Vauriella goodfellowi
Indian Blue Robin,Larvivora brunnea
Siberian Blue Robin,Larvivora cyane
Japanese Robin,Larvivora akahige
Izu Robin,Larvivora tanensis
Ryukyu Robin,Larvivora komadori
Okinawa Robin,Larvivora namiyei
Rufous-tailed Robin,Larvivora sibilans
Rufous-headed Robin,Larvivora ruficeps
Rusty-bellied Shortwing,Brachypteryx hyperythra
Lesser Shortwing,Brachypteryx leucophris
Himalayan Shortwing,Brachypteryx cruralis
Chinese Shortwing,Brachypteryx sinensis
Taiwan Shortwing,Brachypteryx goodfellowi
Philippine Shortwing,Brachypteryx poliogyna
Bornean Shortwing,Brachypteryx erythrogyna
Sumatran Shortwing,Brachypteryx saturata
Javan Shortwing,Brachypteryx montana
Flores Shortwing,Brachypteryx floris
Yellow-rumped Flycatcher,Ficedula zanthopygia
Green-backed Flycatcher,Ficedula elisae
Narcissus Flycatcher,Ficedula narcissina
Ryukyu Flycatcher,Ficedula owstoni
Mugimaki Flycatcher,Ficedula mugimaki
Slaty-backed Flycatcher,Ficedula erithacus
Snowy-browed Flycatcher,Ficedula hyperythra
Slaty-blue Flycatcher,Ficedula tricolor
Damar Flycatcher,Ficedula henrici
Pygmy Flycatcher,Ficedula hodgsoni
Rufous-gorgeted Flycatcher,Ficedula strophiata
Sapphire Flycatcher,Ficedula sapphira
Ultramarine Flycatcher,Ficedula superciliaris
Little Pied Flycatcher,Ficedula westermanni
Rusty-tailed Flycatcher,Ficedula ruficauda
Kashmir Flycatcher,Ficedula subrubra
Red-breasted Flycatcher,Ficedula parva
Taiga Flycatcher,Ficedula albicilla
Atlas Pied Flycatcher,Ficedula speculigera
Semicollared Flycatcher,Ficedula semitorquata
Collared Flycatcher,Ficedula albicollis
European Pied Flycatcher,Ficedula hypoleuca
Black-and-orange Flycatcher,Ficedula nigrorufa
Tanimbar Flycatcher,Ficedula riedeli
Rufous-chested Flycatcher,Ficedula dumetoria
Palawan Flycatcher,Ficedula platenae
Furtive Flycatcher,Ficedula disposita
Rufous-throated Flycatcher,Ficedula rufigula
Cinnamon-chested Flycatcher,Ficedula buruensis
Lompobattang Flycatcher,Ficedula bonthaina
Black-banded Flycatcher,Ficedula timorensis
Sumba Flycatcher,Ficedula harterti
Little Slaty Flycatcher,Ficedula basilanica
Cryptic Flycatcher,Ficedula crypta
Bundok Flycatcher,Ficedula luzoniensis
Red-flanked Bluetail,Tarsiger cyanurus
Qilian Bluetail,Tarsiger albocoeruleus
Himalayan Bluetail,Tarsiger rufilatus
Rufous-breasted Bush Robin,Tarsiger hyperythrus
White-browed Bush Robin,Tarsiger indicus
Taiwan Bush Robin,Tarsiger formosanus
Golden Bush Robin,Tarsiger chrysaeus
Collared Bush Robin,Tarsiger johnstoniae
Gould's Shortwing,Heteroxenicus stellatus
Eversmann's Redstart,Phoenicurus erythronotus
Przevalski's Redstart,Phoenicurus alaschanicus
Blue-fronted Redstart,Phoenicurus frontalis
Blue-capped Redstart,Phoenicurus coeruleocephala
White-throated Redstart,Phoenicurus schisticeps
White-capped Redstart,Phoenicurus leucocephalus
Luzon Water Redstart,Phoenicurus bicolor
Plumbeous Water Redstart,Phoenicurus fuliginosus
Daurian Redstart,Phoenicurus auroreus
Hodgson's Redstart,Phoenicurus hodgsoni
G眉ldenst盲dt's Redstart,Phoenicurus erythrogastrus
Black Redstart,Phoenicurus ochruros
Moussier's Redstart,Phoenicurus moussieri
Common Redstart,Phoenicurus phoenicurus
Blue-capped Rock Thrush,Monticola cinclorhyncha
Chestnut-bellied Rock Thrush,Monticola rufiventris
White-throated Rock Thrush,Monticola gularis
Short-toed Rock Thrush,Monticola brevipes
Sentinel Rock Thrush,Monticola explorator
Littoral Rock Thrush,Monticola imerina
Amber Mountain Rock Thrush,Monticola erythronotus
Forest Rock Thrush,Monticola sharpei
Little Rock Thrush,Monticola rufocinereus
Common Rock Thrush,Monticola saxatilis
Blue Rock Thrush,Monticola solitarius
White-winged Cliff Chat,Monticola semirufus
Cape Rock Thrush,Monticola rupestris
Miombo Rock Thrush,Monticola angolensis
Jerdon's Bush Chat,Saxicola jerdoni
Grey Bush Chat,Saxicola ferreus
White-bellied Bush Chat,Saxicola gutturalis
Whinchat,Saxicola rubetra
White-browed Bush Chat,Saxicola macrorhynchus
Pied Bush Chat,Saxicola caprata
White-throated Bush Chat,Saxicola insignis
White-tailed Stonechat,Saxicola leucurus
Siberian Stonechat,Saxicola maurus
Reunion Stonechat,Saxicola tectes
African Stonechat,Saxicola torquatus
Canary Islands Stonechat,Saxicola dacotiae
European Stonechat,Saxicola rubicola
Buff-streaked Chat,Campicoloides bifasciatus
Sickle-winged Chat,Emarginata sinuata
Karoo Chat,Emarginata schlegelii
Tractrac Chat,Emarginata tractrac
Moorland Chat,Pinarochroa sordida
Mocking Cliff Chat,Thamnolaea cinnamomeiventris
Sooty Chat,Myrmecocichla nigra
Anteater Chat,Myrmecocichla aethiops
Ant-eating Chat,Myrmecocichla formicivora
Congo Moor Chat,Myrmecocichla tholloni
Mountain Chat,Myrmecocichla monticola
R眉ppell's Black Chat,Myrmecocichla melaena
Arnot's Chat,Myrmecocichla arnotti
Hooded Wheatear,Oenanthe monacha
Desert Wheatear,Oenanthe deserti
Western Black-eared Wheatear,Oenanthe hispanica
Pied Wheatear,Oenanthe pleschanka
Eastern Black-eared Wheatear,Oenanthe melanoleuca
Cyprus Wheatear,Oenanthe cypriaca
Atlas Wheatear,Oenanthe seebohmi
Northern Wheatear,Oenanthe oenanthe
Capped Wheatear,Oenanthe pileata
Buff-breasted Wheatear,Oenanthe bottae
Rusty-breasted Wheatear,Oenanthe frenata
Isabelline Wheatear,Oenanthe isabellina
Heuglin's Wheatear,Oenanthe heuglinii
Somali Wheatear,Oenanthe phillipsi
White-fronted Black Chat,Oenanthe albifrons
Red-rumped Wheatear,Oenanthe moesta
Blackstart,Oenanthe melanura
Familiar Chat,Oenanthe familiaris
Sombre Rock Chat,Oenanthe dubia
Brown-tailed Rock Chat,Oenanthe scotocerca
Brown Rock Chat,Oenanthe fusca
Variable Wheatear,Oenanthe picata
Hume's Wheatear,Oenanthe albonigra
Finsch's Wheatear,Oenanthe finschii
Mourning Wheatear,Oenanthe lugens
Kurdish Wheatear,Oenanthe xanthoprymna
Red-tailed Wheatear,Oenanthe chrysopygia
Black Wheatear,Oenanthe leucura
White-crowned Wheatear,Oenanthe leucopyga
Arabian Wheatear,Oenanthe lugentoides
Abyssinian Wheatear,Oenanthe lugubris
Cape Sugarbird,Promerops cafer
Gurney's Sugarbird,Promerops gurneyi
Spot-throat,Modulatrix stictigula
Grey-chested Babbler,Kakamega poliothorax
Dapple-throat,Arcanator orostruthus
Yellow-breasted Flowerpecker,Prionochilus maculatus
Crimson-breasted Flowerpecker,Prionochilus percussus
Palawan Flowerpecker,Prionochilus plateni
Yellow-rumped Flowerpecker,Prionochilus xanthopygius
Scarlet-breasted Flowerpecker,Prionochilus thoracicus
Olive-backed Flowerpecker,Pachyglossa olivacea
Thick-billed Flowerpecker,Pachyglossa agilis
Brown-backed Flowerpecker,Pachyglossa everetti
Whiskered Flowerpecker,Pachyglossa propria
Yellow-vented Flowerpecker,Pachyglossa chrysorrhea
Yellow-bellied Flowerpecker,Pachyglossa melanozantha
Legge's Flowerpecker,Pachyglossa vincens
Spectacled Flowerpecker,Dicaeum dayakorum
Golden-rumped Flowerpecker,Dicaeum annae
Yellow-sided Flowerpecker,Dicaeum aureolimbatum
Olive-capped Flowerpecker,Dicaeum nigrilore
Yellow-crowned Flowerpecker,Dicaeum anthonyi
Flame-crowned Flowerpecker,Dicaeum kampalili
Bicolored Flowerpecker,Dicaeum bicolor
Red-keeled Flowerpecker,Dicaeum australe
Black-belted Flowerpecker,Dicaeum haematostictum
Scarlet-collared Flowerpecker,Dicaeum retrocinctum
Orange-bellied Flowerpecker,Dicaeum trigonostigma
Buzzing Flowerpecker,Dicaeum hypoleucum
Pale-billed Flowerpecker,Dicaeum erythrorhynchos
Nilgiri Flowerpecker,Dicaeum concolor
Plain Flowerpecker,Dicaeum minullum
Andaman Flowerpecker,Dicaeum virescens
Pygmy Flowerpecker,Dicaeum pygmaeum
Crimson-crowned Flowerpecker,Dicaeum nehrkorni
Halmahera Flowerpecker,Dicaeum schistaceiceps
Buru Flowerpecker,Dicaeum erythrothorax
Ashy Flowerpecker,Dicaeum vulneratum
Olive-crowned Flowerpecker,Dicaeum pectorale
Red-capped Flowerpecker,Dicaeum geelvinkianum
Louisiade Flowerpecker,Dicaeum nitidum
Red-banded Flowerpecker,Dicaeum eximium
Midget Flowerpecker,Dicaeum aeneum
Mottled Flowerpecker,Dicaeum tristrami
Black-fronted Flowerpecker,Dicaeum igniferum
Red-chested Flowerpecker,Dicaeum maugei
Fire-breasted Flowerpecker,Dicaeum ignipectus
Cambodian Flowerpecker,Dicaeum cambodianum
Fire-throated Flowerpecker,Dicaeum luzoniense
Sumatran Flowerpecker,Dicaeum beccarii
Black-sided Flowerpecker,Dicaeum monticolum
Grey-sided Flowerpecker,Dicaeum celebicum
Javan Flowerpecker,Dicaeum sanguinolentum
Flores Flowerpecker,Dicaeum rhodopygiale
Sumba Flowerpecker,Dicaeum wilhelminae
Timor Flowerpecker,Dicaeum hanieli
Pink-breasted Flowerpecker,Dicaeum keiense
Mistletoebird,Dicaeum hirundinaceum
Scarlet-backed Flowerpecker,Dicaeum cruentatum
Scarlet-headed Flowerpecker,Dicaeum trochileum
Purple-naped Spiderhunter,Kurochkinegramma hypogrammicum
Thick-billed Spiderhunter,Arachnothera crassirostris
Long-billed Spiderhunter,Arachnothera robusta
Orange-tufted Spiderhunter,Arachnothera flammifera
Pale Spiderhunter,Arachnothera dilutior
Little Spiderhunter,Arachnothera longirostra
Whitehead's Spiderhunter,Arachnothera juliae
Naked-faced Spiderhunter,Arachnothera clarae
Yellow-eared Spiderhunter,Arachnothera chrysogenys
Spectacled Spiderhunter,Arachnothera flavigaster
Streaked Spiderhunter,Arachnothera magna
Streaky-breasted Spiderhunter,Arachnothera affinis
Grey-breasted Spiderhunter,Arachnothera modesta
Bornean Spiderhunter,Arachnothera everetti
Ruby-cheeked Sunbird,Chalcoparia singalensis
Plain-backed Sunbird,Anthreptes reichenowi
Anchieta's Sunbird,Anthreptes anchietae
Plain Sunbird,Anthreptes simplex
Brown-throated Sunbird,Anthreptes malacensis
Grey-throated Sunbird,Anthreptes griseigularis
Red-throated Sunbird,Anthreptes rhodolaemus
Mangrove Sunbird,Anthreptes gabonicus
Western Violet-backed Sunbird,Anthreptes longuemarei
Eastern Violet-backed Sunbird,Anthreptes orientalis
Uluguru Violet-backed Sunbird,Anthreptes neglectus
Violet-tailed Sunbird,Anthreptes aurantius
Little Green Sunbird,Anthreptes seimundi
Yellow-chinned Sunbird,Anthreptes rectirostris
Grey-chinned Sunbird,Anthreptes tephrolaemus
Banded Green Sunbird,Anthreptes rubritorques
Purple-rumped Sunbird,Leptocoma zeylonica
Crimson-backed Sunbird,Leptocoma minima
Van Hasselt's Sunbird,Leptocoma brasiliana
Purple-throated Sunbird,Leptocoma sperata
Black Sunbird,Leptocoma aspasia
Copper-throated Sunbird,Leptocoma calcostetha
Elegant Sunbird,Aethopyga duyvenbodei
Fire-tailed Sunbird,Aethopyga ignicauda
Black-throated Sunbird,Aethopyga saturata
Mrs. Gould's Sunbird,Aethopyga gouldiae
Green-tailed Sunbird,Aethopyga nipalensis
Lovely Sunbird,Aethopyga shelleyi
Temminck's Sunbird,Aethopyga temminckii
Javan Sunbird,Aethopyga mystacalis
Vigors's Sunbird,Aethopyga vigorsii
Crimson Sunbird,Aethopyga siparaja
Magnificent Sunbird,Aethopyga magnifica
Fork-tailed Sunbird,Aethopyga christinae
Handsome Sunbird,Aethopyga bella
White-flanked Sunbird,Aethopyga eximia
Flaming Sunbird,Aethopyga flagrans
Maroon-naped Sunbird,Aethopyga guimarasensis
Metallic-winged Sunbird,Aethopyga pulcherrima
Lina's Sunbird,Aethopyga linaraborae
Grey-hooded Sunbird,Aethopyga primigenia
Apo Sunbird,Aethopyga boltoni
Tboli Sunbird,Aethopyga tibolii
Collared Sunbird,Hedydipna collaris
Pygmy Sunbird,Hedydipna platura
Nile Valley Sunbird,Hedydipna metallica
Amani Sunbird,Hedydipna pallidigaster
Reichenbach's Sunbird,Anabathmis reichenbachii
Principe Sunbird,Anabathmis hartlaubii
Newton's Sunbird,Anabathmis newtonii
Orange-breasted Sunbird,Anthobaphes violacea
Green-headed Sunbird,Cyanomitra verticalis
Bannerman's Sunbird,Cyanomitra bannermani
Blue-throated Brown Sunbird,Cyanomitra cyanolaema
Cameroon Sunbird,Cyanomitra oritis
Blue-headed Sunbird,Cyanomitra alinae
Olive Sunbird,Cyanomitra olivacea
Grey Sunbird,Cyanomitra veroxii
Grey-headed Sunbird,Deleornis axillaris
Fraser's Sunbird,Deleornis fraseri
Giant Sunbird,Dreptes thomensis
Bocage's Sunbird,Nectarinia bocagii
Purple-breasted Sunbird,Nectarinia purpureiventris
Tacazze Sunbird,Nectarinia tacazze
Bronze Sunbird,Nectarinia kilimensis
Malachite Sunbird,Nectarinia famosa
Scarlet-tufted Sunbird,Nectarinia johnstoni
Golden-winged Sunbird,Drepanorhynchus reichenowi
Buff-throated Sunbird,Chalcomitra adelberti
Carmelite Sunbird,Chalcomitra fuliginosa
Green-throated Sunbird,Chalcomitra rubescens
Amethyst Sunbird,Chalcomitra amethystina
Scarlet-chested Sunbird,Chalcomitra senegalensis
Hunter's Sunbird,Chalcomitra hunteri
Socotra Sunbird,Chalcomitra balfouri
Olive-bellied Sunbird,Cinnyris chloropygius
Tiny Sunbird,Cinnyris minullus
Western Miombo Sunbird,Cinnyris gertrudis
Eastern Miombo Sunbird,Cinnyris manoensis
Southern Double-collared Sunbird,Cinnyris chalybeus
Neergaard's Sunbird,Cinnyris neergaardi
Rwenzori Double-collared Sunbird,Cinnyris stuhlmanni
Prigogine's Double-collared Sunbird,Cinnyris prigoginei
Ludwig's Double-collared Sunbird,Cinnyris ludovicensis
Northern Double-collared Sunbird,Cinnyris reichenowi
Greater Double-collared Sunbird,Cinnyris afer
Regal Sunbird,Cinnyris regius
Rockefeller's Sunbird,Cinnyris rockefelleri
Eastern Double-collared Sunbird,Cinnyris mediocris
Usambara Double-collared Sunbird,Cinnyris usambaricus
Forest Double-collared Sunbird,Cinnyris fuelleborni
Moreau's Sunbird,Cinnyris moreaui
Loveridge's Sunbird,Cinnyris loveridgei
Beautiful Sunbird,Cinnyris pulchellus
Gorgeous Sunbird,Cinnyris melanogastrus
Marico Sunbird,Cinnyris mariquensis
Shelley's Sunbird,Cinnyris shelleyi
Congo Sunbird,Cinnyris congensis
Red-chested Sunbird,Cinnyris erythrocercus
Black-bellied Sunbird,Cinnyris nectarinioides
Purple-banded Sunbird,Cinnyris bifasciatus
Tsavo Sunbird,Cinnyris tsavoensis
Violet-breasted Sunbird,Cinnyris chalcomelas
Pemba Sunbird,Cinnyris pembae
Orange-tufted Sunbird,Cinnyris bouvieri
Palestine Sunbird,Cinnyris osea
Abyssinian Sunbird,Cinnyris habessinicus
Arabian Sunbird,Cinnyris hellmayri
Splendid Sunbird,Cinnyris coccinigastrus
Johanna's Sunbird,Cinnyris johannae
Superb Sunbird,Cinnyris superbus
Rufous-winged Sunbird,Cinnyris rufipennis
Oustalet's Sunbird,Cinnyris oustaleti
White-bellied Sunbird,Cinnyris talatala
Variable Sunbird,Cinnyris venustus
Dusky Sunbird,Cinnyris fuscus
Ursula's Sunbird,Cinnyris ursulae
Bates's Sunbird,Cinnyris batesi
Copper Sunbird,Cinnyris cupreus
Purple Sunbird,Cinnyris asiaticus
Ornate Sunbird,Cinnyris ornatus
Tukangbesi Sunbird,Cinnyris infrenatus
Sahul Sunbird,Cinnyris frenatus
Garden Sunbird,Cinnyris jugularis
Palawan Sunbird,Cinnyris aurora
South Moluccan Sunbird,Cinnyris clementiae
Flores Sea Sunbird,Cinnyris teysmanni
Mamberamo Sunbird,Cinnyris idenburgi
Apricot-breasted Sunbird,Cinnyris buettikoferi
Flame-breasted Sunbird,Cinnyris solaris
Souimanga Sunbird,Cinnyris sovimanga
Malagasy Green Sunbird,Cinnyris notatus
Seychelles Sunbird,Cinnyris dussumieri
Humblot's Sunbird,Cinnyris humbloti
Anjouan Sunbird,Cinnyris comorensis
Mayotte Sunbird,Cinnyris coquerellii
Loten's Sunbird,Cinnyris lotenius
Philippine Leafbird,Chloropsis flavipennis
Yellow-throated Leafbird,Chloropsis palawanensis
Greater Green Leafbird,Chloropsis sonnerati
Lesser Green Leafbird,Chloropsis cyanopogon
Blue-winged Leafbird,Chloropsis moluccensis
Javan Leafbird,Chloropsis cochinchinensis
Bornean Leafbird,Chloropsis kinabaluensis
Jerdon's Leafbird,Chloropsis jerdoni
Golden-fronted Leafbird,Chloropsis aurifrons
Sumatran Leafbird,Chloropsis media
Orange-bellied Leafbird,Chloropsis hardwickii
Blue-masked Leafbird,Chloropsis venusta
Asian Fairy-bluebird,Irena puella
Palawan Fairy-bluebird,Irena tweeddalii
Philippine Fairy-bluebird,Irena cyanogastra
Olive Warbler,Peucedramus taeniatus
Przevalski's Finch,Urocynchramus pylzowi
Thick-billed Weaver,Amblyospiza albifrons
Rufous-tailed Weaver,Histurgops ruficauda
Speckle-fronted Weaver,Sporopipes frontalis
Scaly-feathered Weaver,Sporopipes squamifrons
Sociable Weaver,Philetairus socius
Black-capped Social Weaver,Pseudonigrita cabanisi
Grey-capped Social Weaver,Pseudonigrita arnaudi
White-browed Sparrow-Weaver,Plocepasser mahali
Chestnut-crowned Sparrow-Weaver,Plocepasser superciliosus
Chestnut-backed Sparrow-Weaver,Plocepasser rufoscapulatus
Donaldson Smith's Sparrow-Weaver,Plocepasser donaldsoni
White-headed Buffalo Weaver,Dinemellia dinemelli
White-billed Buffalo Weaver,Bubalornis albirostris
Red-billed Buffalo Weaver,Bubalornis niger
Yellow-legged Weaver,Ploceus flavipes
Bertram's Weaver,Ploceus bertrandi
Baglafecht Weaver,Ploceus baglafecht
Black-chinned Weaver,Ploceus nigrimentus
Bannerman's Weaver,Ploceus bannermani
Bates's Weaver,Ploceus batesi
Little Weaver,Ploceus luteolus
Slender-billed Weaver,Ploceus pelzelni
Loango Weaver,Ploceus subpersonatus
Olive-naped Weaver,Ploceus brachypterus
Black-necked Weaver,Ploceus nigricollis
Spectacled Weaver,Ploceus ocularis
Black-billed Weaver,Ploceus melanogaster
Strange Weaver,Ploceus alienus
Cape Weaver,Ploceus capensis
Bocage's Weaver,Ploceus temporalis
Eastern Golden Weaver,Ploceus subaureus
Holub's Golden Weaver,Ploceus xanthops
Orange Weaver,Ploceus aurantius
Golden Palm Weaver,Ploceus bojeri
Taveta Weaver,Ploceus castaneiceps
Principe Weaver,Ploceus princeps
Southern Brown-throated Weaver,Ploceus xanthopterus
Northern Brown-throated Weaver,Ploceus castanops
Kilombero Weaver,Ploceus burnieri
Ruvu Weaver,Ploceus holoxanthus
Northern Masked Weaver,Ploceus taeniopterus
Lesser Masked Weaver,Ploceus intermedius
Southern Masked Weaver,Ploceus velatus
Vitelline Masked Weaver,Ploceus vitellinus
Tanzanian Masked Weaver,Ploceus reichardi
Katanga Masked Weaver,Ploceus katangae
Lufira Masked Weaver,Ploceus ruweti
Heuglin's Masked Weaver,Ploceus heuglini
R眉ppell's Weaver,Ploceus galbula
Speke's Weaver,Ploceus spekei
Fox's Weaver,Ploceus spekeoides
Chestnut-and-black Weaver,Ploceus castaneofuscus
Vieillot's Black Weaver,Ploceus nigerrimus
Village Weaver,Ploceus cucullatus
Giant Weaver,Ploceus grandis
Weyns's Weaver,Ploceus weynsi
Kilifi Weaver,Ploceus golandi
Juba Weaver,Ploceus dichrocephalus
Black-headed Weaver,Ploceus melanocephalus
Golden-backed Weaver,Ploceus jacksoni
Chestnut Weaver,Ploceus rubiginosus
Cinnamon Weaver,Ploceus badius
Golden-naped Weaver,Ploceus aureonucha
Yellow-mantled Weaver,Ploceus tricolor
Maxwell's Black Weaver,Ploceus albinucha
Dark-backed Weaver,Ploceus bicolor
Brown-capped Weaver,Ploceus insignis
Yellow-capped Weaver,Ploceus dorsomaculatus
Preuss's Weaver,Ploceus preussi
Olive-headed Weaver,Ploceus olivaceiceps
Usambara Weaver,Ploceus nicolli
Bar-winged Weaver,Ploceus angolensis
Sao Tome Weaver,Ploceus sanctithomae
Nelicourvi Weaver,Ploceus nelicourvi
Sakalava Weaver,Ploceus sakalava
Streaked Weaver,Ploceus manyar
Baya Weaver,Ploceus philippinus
Asian Golden Weaver,Ploceus hypoxanthus
Finn's Weaver,Ploceus megarhynchus
Black-breasted Weaver,Ploceus benghalensis
Compact Weaver,Pachyphantes superciliosus
Cardinal Quelea,Quelea cardinalis
Red-headed Quelea,Quelea erythrops
Red-billed Quelea,Quelea quelea
Red Fody,Foudia madagascariensis
Aldabra Fody,Foudia aldabrana
Comoro Fody,Foudia eminentissima
Forest Fody,Foudia omissa
Mauritius Fody,Foudia rubra
Seychelles Fody,Foudia sechellarum
Rodrigues Fody,Foudia flavicans
Bob-tailed Weaver,Brachycope anomala
Northern Red Bishop,Euplectes franciscanus
Southern Red Bishop,Euplectes orix
Zanzibar Red Bishop,Euplectes nigroventris
Black-winged Red Bishop,Euplectes hordeaceus
Black Bishop,Euplectes gierowii
Yellow-crowned Bishop,Euplectes afer
Fire-fronted Bishop,Euplectes diadematus
Golden-backed Bishop,Euplectes aureus
Yellow Bishop,Euplectes capensis
White-winged Widowbird,Euplectes albonotatus
Yellow-mantled Widowbird,Euplectes macroura
Red-cowled Widowbird,Euplectes laticauda
Red-collared Widowbird,Euplectes ardens
Fan-tailed Widowbird,Euplectes axillaris
Marsh Widowbird,Euplectes hartlaubi
Montane Widowbird,Euplectes psammacromius
Long-tailed Widowbird,Euplectes progne
Jackson's Widowbird,Euplectes jacksoni
Red Weaver,Anaplectes jubaensis
Red-headed Weaver,Anaplectes rubriceps
Red-crowned Malimbe,Malimbus coronatus
Cassin's Malimbe,Malimbus cassini
Gola Malimbe,Malimbus ballmanni
Rachel's Malimbe,Malimbus racheliae
Red-vented Malimbe,Malimbus scutatus
Ibadan Malimbe,Malimbus ibadanensis
Red-bellied Malimbe,Malimbus erythrogaster
Blue-billed Malimbe,Malimbus nitens
Crested Malimbe,Malimbus malimbicus
Red-headed Malimbe,Malimbus rubricollis
Cuckoo-finch,Anomalospiza imberbis
Long-tailed Paradise Whydah,Vidua paradisaea
Broad-tailed Paradise Whydah,Vidua obtusa
Togo Paradise Whydah,Vidua togoensis
Exclamatory Paradise Whydah,Vidua interjecta
Sahel Paradise Whydah,Vidua orientalis
Pin-tailed Whydah,Vidua macroura
Steel-blue Whydah,Vidua hypocherina
Shaft-tailed Whydah,Vidua regia
Straw-tailed Whydah,Vidua fischeri
Village Indigobird,Vidua chalybeata
Zambezi Indigobird,Vidua codringtoni
Purple Indigobird,Vidua purpurascens
Dusky Indigobird,Vidua funerea
Wilson's Indigobird,Vidua wilsoni
Quailfinch Indigobird,Vidua nigeriae
Jos Plateau Indigobird,Vidua maryae
Jambandu Indigobird,Vidua raricola
Barka Indigobird,Vidua larvaticola
Cameroon Indigobird,Vidua camerunensis
Pictorella Mannikin,Heteromunia pectoralis
Mountain Firetail,Oreostruthus fuliginosus
Diamond Firetail,Stagonopleura guttata
Red-eared Firetail,Stagonopleura oculata
Beautiful Firetail,Stagonopleura bella
Crimson Finch,Neochmia phaeton
Red-browed Finch,Neochmia temporalis
Painted Finch,Emblema pictum
Star Finch,Emblema ruficauda
Plum-headed Finch,Emblema modestum
Double-barred Finch,Stizoptera bichenovii
Zebra Finch,Taeniopygia guttata
Masked Finch,Poephila personata
Long-tailed Finch,Poephila acuticauda
Black-throated Finch,Poephila cincta
Grey-headed Silverbill,Spermestes griseicapilla
Bronze Mannikin,Spermestes cucullata
Magpie Mannikin,Spermestes fringilloides
Black-and-white Mannikin,Spermestes bicolor
Madagascar Mannikin,Lepidopygia nana
Indian Silverbill,Euodice malabarica
African Silverbill,Euodice cantans
Java Sparrow,Padda oryzivora
Timor Sparrow,Padda fuscata
White-spotted Mannikin,Mayrimunia leucosticta
Streak-headed Mannikin,Mayrimunia tristissima
Scaly-breasted Munia,Lonchura punctulata
Black-throated Munia,Lonchura kelaarti
Black-faced Munia,Lonchura molucca
White-rumped Munia,Lonchura striata
Dusky Munia,Lonchura fuscans
White-bellied Munia,Lonchura leucogastra
Javan Munia,Lonchura leucogastroides
Tricolored Munia,Lonchura malacca
Chestnut Munia,Lonchura atricapilla
White-capped Munia,Lonchura ferruginosa
White-headed Munia,Lonchura maja
Pale-headed Munia,Lonchura pallida
Great-billed Mannikin,Lonchura grandis
Black-breasted Mannikin,Lonchura teerinki
Western Alpine Mannikin,Lonchura montana
Eastern Alpine Mannikin,Lonchura monticola
Grey-banded Mannikin,Lonchura vana
Grey-crowned Mannikin,Lonchura nevermanni
Grey-headed Mannikin,Lonchura caniceps
Hooded Mannikin,Lonchura spectabilis
Forbes's Mannikin,Lonchura forbesi
Mottled Mannikin,Lonchura hunsteini
New Hanover Mannikin,Lonchura nigerrima
Yellow-rumped Mannikin,Lonchura flaviprymna
Five-colored Munia,Lonchura quinticolor
Chestnut-breasted Mannikin,Lonchura castaneothorax
Black Mannikin,Lonchura stygia
Buff-bellied Mannikin,Lonchura melaena
Gouldian Finch,Chloebia gouldiae
Pin-tailed Parrotfinch,Erythrura prasina
